question_id,disease_category,disease_prevalence,question_type,requires_visual_reasoning,original_disease,canonical_disease,disease_subcategory,language,is_valid,quality_notes,question_structure,difficulty,difficulty_rationale
3444,Pigmentation,moderate,epidemiology,True,Acanthosis Nigricans,Acanthosis Nigricans,Hyperpigmentation,english,True,,short_stem,easy,"Recognizing acanthosis nigricans and its classic associations (insulin resistance, diabetes, PCOS, and possible internal malignancy) while excluding niacin deficiency is core dermatology knowledge."
3449,Infectious,moderate,diagnosis,False,Congenital Syphilis,Congenital Syphilis,Bacterial,english,True,,short_stem,easy,Recognizing bullous lesions with periostitis in a premature neonate as classic for congenital syphilis and prompting VDRL testing for mother and baby is core dermatology knowledge.
3450,Infectious,common,mechanism,False,Tinea (Dermatophytosis),Tinea,Fungal,english,True,,one_liner,easy,"Knowing that dermatophytes infect keratinized tissues, primarily the stratum corneum, is fundamental dermatology knowledge."
3454,Pigmentation,common,diagnosis,False,General,General,Unclassified,english,True,,short_stem,easy,Identifying freckles as macules is fundamental dermatologic morphology that any general dermatologist should recall instantly.
3462,Infectious,common,epidemiology,False,Tinea Versicolor,Tinea Versicolor,Fungal,english,False,Option A contains concatenated text ('Malassezia furfurCandida') creating a malformed answer choice.,one_liner,easy,"Identifying Malassezia (formerly Pityrosporum), especially M. furfur, as the cause of tinea versicolor is core dermatology knowledge well known to any practicing dermatologist."
3461,Inflammatory,moderate,diagnosis,True,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,short_stem,easy,Classic presentation and hallmark finding of pemphigus vulgaris with flaccid vesicles and intercellular IgG in the epidermis are core dermatology knowledge.
3464,Neoplastic,rare,diagnosis,False,Tricholemmoma,Trichilemmoma,Benign,english,True,,one_liner,easy,Identifying trichilemmoma as a hair follicle–derived adnexal tumor is standard dermatopathology knowledge familiar to general dermatologists.
3463,Genetic Rare,rare,epidemiology,False,Ichthyosis,Ichthyosis,Genodermatoses,english,True,,one_liner,medium,"Recognizing ichthyosis as a paraneoplastic phenomenon is less common core knowledge, and correctly identifying its classic association with Hodgkin lymphoma requires recall of a specific malignancy link rather than general dermatologic principles."
3467,Other,common,other,False,General,General,Unclassified,english,True,,one_liner,easy,"Knowing the UV spectrum ranges, including UVB as 290–320 nm, is fundamental dermatology knowledge commonly recalled without hesitation."
3470,Infectious,common,epidemiology,False,Scabies,Scabies,Parasitic & Other,english,True,,one_liner,medium,Classifying scabies specifically as a water-washed disease (linked to hygiene and person-to-person spread rather than water exposure) requires public health/epidemiologic categorization knowledge beyond routine dermatology practice.
3471,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,short_stem,easy,"Classic presentation of pemphigus vulgaris with flaccid bullae, oral erosions, and intraepidermal acantholytic blisters is core dermatology knowledge."
3472,Infectious,rare,diagnosis,False,Cutaneous Anthrax,Cutaneous Anthrax,Bacterial,english,True,,one_liner,easy,"Identifying Bacillus anthracis as the cause of cutaneous anthrax (malignant pustule/eschar) in animal handlers is classic, core dermatologic and infectious disease knowledge."
3475,Infectious,rare,epidemiology,False,Cutaneous Leishmaniasis (Chiclero Ulcer),Cutaneous Leishmaniasis,Parasitic & Other,english,True,,one_liner,easy,Identifying Lutzomyia sandflies as the vector for chiclero ulcer (cutaneous leishmaniasis) is core infectious dermatology knowledge commonly recalled by general dermatologists.
3473,Inflammatory,moderate,epidemiology,False,Erythema Multiforme,Erythema Multiforme,Vascular & Urticarial,english,True,,one_liner,easy,"Recognizing that herpes zoster is commonly treated with systemic antivirals (e.g., acyclovir) is basic dermatology knowledge; however, the provided options and 'correct answer' are clearly mismatched, making the intended core concept straightforward for any general dermatologist."
3480,Infectious,common,epidemiology,False,Candidiasis,Candidiasis,Fungal,english,True,,one_liner,easy,Identifying Candida as the most common fungal infection in HIV is core infectious disease knowledge routinely recalled by general dermatologists.
3481,Infectious,moderate,mechanism,False,Staphylococcal Scalded Skin Syndrome,Staphylococcal Scalded Skin Syndrome,Bacterial,english,True,,one_liner,easy,Identifying epidermolytic (exfoliative) toxin as the cause of staphylococcal scalded skin syndrome is core dermatology knowledge with a classic association.
3483,Infectious,moderate,diagnosis,False,Secondary Syphilis,Secondary Syphilis,Bacterial,english,True,,one_liner,easy,"Identifying lues maligna as the explosive, ulceronecrotic form of secondary syphilis in immunocompromised patients is standard dermatology knowledge with classic terminology."
3489,Inflammatory,rare,diagnosis,True,Lichen Nitidus,Lichen Nitidus,Papulosquamous,english,True,,short_stem,easy,"Recognizing multiple tiny, shiny, flesh-colored papules on the penis, forearms, and dorsum of hands as classic for lichen nitidus is core dermatology knowledge."
3484,Inflammatory,moderate,epidemiology,False,Keloid,Keloid,Autoimmune,english,True,,one_liner,easy,"Identifying that keloids often have a familial tendency, are more common in females and darker skin types, and characteristically extend beyond the original wound margin is core dermatology knowledge."
3496,Inflammatory,moderate,epidemiology,False,Erythema Nodosum,Erythema Nodosum,Vascular & Urticarial,english,True,,one_liner,easy,"Associations of erythema nodosum with pregnancy, tuberculosis, and autoimmune disease are core knowledge, while chronic pancreatitis is not a typical cause."
3497,Pigmentation,common,treatment,False,General,General,Unclassified,english,True,,one_liner,easy,Identifying hydroquinone as the first-line depigmenting agent is fundamental knowledge for general dermatologists.
3500,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,one_liner,easy,"Identifying intercellular (fishnet) IgG deposition in the epidermis as characteristic of pemphigus vulgaris is a classic, foundational dermatology fact."
3511,Other,common,diagnosis,False,General,General,Unclassified,english,True,,one_liner,easy,"Recognizing common uses of Wood’s lamp—including diagnosing porphyria via urine fluorescence, examining hair for tinea capitis, and evaluating skin changes such as scleroderma/scleredema—is standard core knowledge for general dermatologists."
3503,Genetic Rare,rare,diagnosis,False,Tuberous Sclerosis,Tuberous Sclerosis Complex,Syndromic,english,True,,one_liner,easy,Recognizing Koenen’s tumors (periungual fibromas) as a classic finding of tuberous sclerosis is core dermatology knowledge.
3515,Neoplastic,common,treatment,False,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,english,True,,one_liner,easy,"Knowing standard indications for Mohs surgery (recurrent BCC, aggressive histology, perineural invasion, high-risk sites) is core dermatology knowledge, making the exclusion of small size alone straightforward."
3517,Hair Nail,moderate,other,False,Radiation-Induced Alopecia,Radiation-Induced Alopecia,Hair Loss,english,True,,one_liner,medium,"Recalling the specific time course of radiation-induced alopecia at a defined dose requires niche, dose-response knowledge not routinely memorized by general dermatologists."
3519,Neoplastic,common,epidemiology,False,Actinic Keratosis,Actinic Keratosis,Premalignant,english,True,,one_liner,easy,"Identifying actinic keratosis as sun-related is core dermatology knowledge, strongly associated with chronic UV exposure and commonly tested."
3518,Inflammatory,moderate,treatment,False,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,english,True,,one_liner,easy,"Dermatitis herpetiformis management with a gluten-free diet (often with supportive nutrients) is core dermatology knowledge, and the distractors are clearly inappropriate for this autoimmune, gluten-sensitive condition."
3521,Pigmentation,moderate,treatment,False,Melasma,Melasma,Hyperpigmentation,english,True,,one_liner,easy,"Knowing that PUVA is indicated for psoriasis, vitiligo, and cutaneous T-cell lymphoma but not for melasma is basic phototherapy knowledge familiar to general dermatologists."
3525,Neoplastic,common,prognosis,False,Melanoma,Melanoma,Malignant,english,True,,one_liner,easy,Identifying acral lentiginous melanoma as having the worst prognosis is a well-known core fact in melanoma epidemiology and prognosis that general dermatologists routinely recall.
3529,Genetic Rare,rare,diagnosis,False,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,english,True,,short_stem,easy,"Classic presentation of xeroderma pigmentosum with UV-sensitive skin lesions, corneal damage, neurodevelopmental delay, and known defect in nucleotide excision repair is core dermatology knowledge."
3531,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,one_liner,easy,Identifying suprabasal intraepidermal blister (acantholysis with tombstoning) as characteristic of pemphigus is core dermatopathology knowledge for general dermatologists.
3530,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,short_stem,easy,"Identifying pemphigus vulgaris by flaccid bullae with mucosal involvement and fishnet IgG in the epidermis is classic, core dermatology knowledge."
3533,Infectious,common,diagnosis,False,Tinea Cruris,Tinea Cruris,Fungal,english,True,,short_stem,easy,Classic presentation of tinea cruris with annular scaly plaques in the groin worsening with topical steroids is core dermatology knowledge.
3536,Inflammatory,moderate,diagnosis,False,Henoch-Schönlein Purpura,Henoch-Schönlein Purpura,Vascular & Urticarial,english,True,,vignette,easy,Classic presentation of IgA-mediated small-vessel vasculitis (HSP) with palpable purpura on lower limbs and perivascular IgA deposition is well-known core knowledge for dermatologists.
3538,Infectious,common,diagnosis,True,Syphilis,Syphilis,Bacterial,english,True,,short_stem,easy,"Identifying a painless, indurated penile ulcer with everted margins as a syphilitic chancre is classic core knowledge for general dermatologists."
3539,Genetic Rare,moderate,diagnosis,False,Ichthyosis Vulgaris,Ichthyosis Vulgaris,Genodermatoses,english,True,,vignette,easy,Identifying ichthyosis vulgaris with sparing of the face and fine white scales linked to filaggrin mutations is core dermatology knowledge.
3542,Genetic Rare,rare,mechanism,False,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,english,True,,short_stem,easy,"Classic presentation of xeroderma pigmentosum with UV sensitivity and early skin cancers, linked to defective nucleotide excision repair of pyrimidine dimers."
3550,Inflammatory,moderate,mechanism,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,one_liner,easy,Identifying pemphigus vulgaris as causing intraepidermal (suprabasal) blisters is core dermatology knowledge with a classic teaching distinction from subepidermal blistering disorders.
3552,Genetic Rare,rare,diagnosis,True,Sturge-Weber Syndrome,Sturge-Weber Syndrome,Syndromic,english,True,,vignette,easy,"Facial port-wine stain in V1/V2 distribution with seizures strongly points to Sturge-Weber syndrome, a classic association well known to general dermatologists."
3559,Inflammatory,moderate,diagnosis,False,Systemic Lupus Erythematosus,Systemic Lupus Erythematosus,Autoimmune,english,True,,vignette,easy,Identifying a photosensitive malar rash with arthralgias as SLE and recognizing anti–double-stranded DNA antibodies as characteristic is core dermatology knowledge.
3554,Inflammatory,moderate,diagnosis,True,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,vignette,easy,"Classic description of pruritic, violaceous, polygonal papules with Wickham striae and oral involvement, plus hepatitis C association—core dermatology knowledge."
3561,Infectious,common,diagnosis,False,Varicella-Zoster Virus Infection,Varicella,Viral,english,True,,one_liner,easy,"Recognizing multinucleated giant cells on Tzanck smear as characteristic of herpesvirus infections (HSV/VZV) is classic, core dermatology knowledge."
3560,Other,moderate,treatment,True,Port Wine Stain,Port-Wine Stain,Unclassified,english,True,,short_stem,easy,Identifying a childhood facial nonblanching vascular lesion (port-wine stain) treated with pulsed dye laser is a core dermatology fact well known to general dermatologists.
3569,Infectious,common,diagnosis,False,Enterobiasis,Enterobiasis,Parasitic & Other,english,True,,vignette,easy,"Perianal itching with positive morning tape test showing ovoid, flattened-sided eggs is the classic presentation of Enterobius vermicularis (pinworm), a well-known pediatric diagnosis."
3571,Inflammatory,common,epidemiology,False,Atopic Dermatitis,Atopic Dermatitis,Eczematous,english,True,,one_liner,easy,Knowing that flexural areas like the antecubital fossa are the most common sites for atopic dermatitis in older children and adults is classic core dermatology knowledge.
3573,Neoplastic,common,treatment,False,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,english,True,,one_liner,easy,Identifying imiquimod as the FDA-approved topical therapy for superficial basal cell carcinoma is core dermatology knowledge with obvious distractors.
3577,Infectious,moderate,diagnosis,False,Syphilis,Syphilis,Bacterial,english,True,,vignette,easy,"Recognizing a painless penile ulcer as primary syphilis and knowing dark-field exam is the appropriate diagnostic test is core, classic STI knowledge for general dermatologists."
3575,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,one_liner,easy,"Classic hallmark features of pemphigus vulgaris—flaccid bullae, mucosal involvement, and intraepidermal acantholysis—are core dermatology knowledge readily recalled by any general dermatologist."
3582,Infectious,moderate,treatment,False,Leprosy,Leprosy,Bacterial,english,True,,one_liner,easy,"Recognizing that type II lepra reaction (ENL) is treated with thalidomide, corticosteroids, and chloroquine while cyclosporine is not standard is core therapeutic knowledge for general dermatologists."
3583,Inflammatory,moderate,diagnosis,False,Guttate Psoriasis,Guttate Psoriasis,Papulosquamous,english,True,,one_liner,easy,Association of post-streptococcal eruption with acute small drop-like psoriatic lesions is a classic presentation of guttate psoriasis well known to general dermatologists.
3586,Neoplastic,common,epidemiology,False,Actinic Keratosis,Actinic Keratosis,Premalignant,english,True,,one_liner,easy,"Recognizing actinic keratosis as sun-related is core dermatology knowledge, while the distractors are not classically UV-associated."
3585,Other,moderate,other,False,Nipple Discharge,Nipple Discharge,Unclassified,english,True,,one_liner,medium,Identifying that excision of a single lactiferous duct is called a microdochectomy requires recall of specific surgical terminology more familiar to breast surgeons than to general dermatologists.
3589,Inflammatory,rare,treatment,False,Behcet Syndrome,Behçet's Disease,Neutrophilic,english,True,,one_liner,medium,"Knowing thalidomide is a recognized treatment for refractory mucocutaneous Behçet lesions (e.g., oral/genital ulcers) goes beyond basic management with corticosteroids/colchicine and requires familiarity with second-line agents among multiple immunomodulatory options."
3587,Inflammatory,moderate,diagnosis,False,Bullous Pemphigoid,Bullous Pemphigoid,Autoimmune,english,False,Two answer options have identical text (B and C are both 'Subepidermal').,one_liner,easy,Identifying bullous pemphigoid as a subepidermal blistering disorder is fundamental dermatology knowledge.
3592,Neoplastic,moderate,diagnosis,False,Mycosis Fungoides,Mycosis Fungoides,Malignant,english,True,,one_liner,easy,Recognizing Sézary-Lutzner cells as cerebriform lymphocytes characteristic of mycosis fungoides/Sézary syndrome is core dermatopathology knowledge for general dermatologists.
3598,Inflammatory,common,diagnosis,True,Pityriasis Alba,Pityriasis Alba,Eczematous,english,True,,short_stem,easy,"Identifying pityriasis alba in a child with hypopigmented scaly cheek patches and similar cases among classmates is a classic, common presentation known to general dermatologists."
3605,Infectious,moderate,diagnosis,True,Borderline Leprosy,Borderline Leprosy,Bacterial,english,True,,vignette,easy,"Identifying borderline leprosy from multiple hypoaesthetic macules with sloping edges and histology showing numerous bacilli and granulomatous infiltration is classic, core dermatology knowledge distinguishing the leprosy spectrum."
3610,Pigmentation,common,diagnosis,False,General,General,Unclassified,english,True,,one_liner,easy,Recognizing that hyperpigmentation is characteristic of Addison’s disease and not of hypothyroidism is core endocrine-dermatology knowledge familiar to general dermatologists.
3611,Infectious,common,treatment,False,Acute Paronychia,Acute Paronychia,Bacterial,english,True,,short_stem,easy,Selecting lidocaine with epinephrine for digital anesthesia in acute paronychia is standard practice knowledge for common nail procedures in general dermatology.
3612,Inflammatory,moderate,diagnosis,False,Bullous Pemphigoid,Bullous Pemphigoid,Autoimmune,english,True,,vignette,easy,"Classic presentation of bullous pemphigoid in an elderly patient with tense pruritic bullae, flexural predominance, negative Nikolsky sign, and minimal mucosal involvement distinguishes it readily from pemphigus vulgaris, dermatitis herpetiformis, and cicatricial pemphigoid."
3623,Infectious,rare,diagnosis,False,Tuberculides,Tuberculids,Bacterial,english,True,,one_liner,medium,Recognizing that lichen scrofulosorum is a tuberculid while distinguishing it from look-alike lichenoid eruptions like lichen nitidus and lichen aureus requires specific dermatologic knowledge beyond core basics.
3614,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,one_liner,easy,Identifying suprabasal acantholysis as classic for pemphigus vulgaris is core dermatopathology knowledge for general dermatologists.
3627,Inflammatory,rare,epidemiology,False,Warfarin-Induced Skin Necrosis,Warfarin-Induced Skin Necrosis,Vascular & Urticarial,english,True,,one_liner,easy,Association of warfarin-induced skin necrosis with protein C deficiency is a well-known core fact in dermatology and general medicine.
3629,Infectious,common,treatment,False,Scabies,Scabies,Parasitic & Other,english,True,,one_liner,easy,"Identifying tacrolimus as not used for scabies contrasts clearly with well-known first-line scabicides (permethrin, crotamiton, lindane), which any general dermatologist would recall readily."
3630,Genetic Rare,rare,mechanism,False,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,english,True,,short_stem,easy,"Classic presentation of xeroderma pigmentosum with photosensitivity, blistering, freckling/hyperpigmentation, and tumor risk points to nucleotide excision repair defect, a core dermatology fact."
3633,Inflammatory,rare,epidemiology,False,Drug-Induced Pemphigus,Drug-Induced Pemphigus,Autoimmune,english,True,,one_liner,easy,Identifying penicillamine as the most common cause of drug-induced pemphigus is a well-known core fact in dermatology.
3637,Neoplastic,moderate,diagnosis,False,Mycosis Fungoides,Mycosis Fungoides,Malignant,english,True,,one_liner,medium,"Identifying the non-criterion requires recalling specific diagnostic thresholds for Sézary syndrome (erythroderma, ≥5% Sézary cells in buffy coat or ≥20% in peripheral smear) and knowing that the accepted absolute Sézary cell count threshold is ≥1000/mm3, not 2000/mm3."
3639,Hair Nail,moderate,diagnosis,True,Trichotillomania,Trichotillomania,Hair Loss,english,True,,short_stem,easy,Identifying trichotillomania from nonscarring hair loss without erythema or scaling is a core dermatology diagnosis distinguished by characteristic history and exam findings.
3640,Pigmentation,moderate,diagnosis,False,Minocycline-Induced Pigmentation,Minocycline-Induced Hyperpigmentation,Hyperpigmentation,english,True,,short_stem,easy,"Minocycline-induced hyperpigmentation is a classic, well-known adverse effect distinguishing it from other common acne antibiotics."
3645,Neoplastic,rare,diagnosis,False,Letterer-Siwe Disease,Langerhans Cell Histiocytosis,Malignant,english,True,,short_stem,medium,Recognizing that a toddler with bone lesions and seborrheic dermatitis points to multisystem Langerhans cell histiocytosis (Letterer-Siwe) requires recall of specific subtypes and their classic age/presentation distinctions among similar eponymous entities.
3649,Infectious,moderate,diagnosis,False,Oral Hairy Leukoplakia,Oral Hairy Leukoplakia,Viral,english,True,,one_liner,easy,"Recognizing that oral hairy leukoplakia is associated with EBV in HIV patients, shows hyperkeratosis histologically, and is not premalignant is standard core knowledge for general dermatologists."
3650,Inflammatory,common,diagnosis,False,Psoriasis,Psoriasis Vulgaris,Papulosquamous,english,True,,one_liner,easy,"Identifying silvery scaling as a hallmark feature of psoriasis is fundamental, classic knowledge for any general dermatologist."
3653,Other,common,mechanism,False,General,General,Unclassified,english,True,,one_liner,easy,Blaschko’s lines as patterns of ectodermal (keratinocyte) cell migration is a classic dermatology fact well known to general dermatologists.
3655,Pigmentation,common,epidemiology,False,Melasma,Melasma,Hyperpigmentation,english,True,,one_liner,medium,"Identifying that the statement 'More common in male' is false requires recognizing the condition is melasma (more common in women), recalling hydroquinone as a treatment, and that oral contraceptives can induce it—knowledge beyond the most basic but standard for trained dermatologists."
3657,Infectious,moderate,diagnosis,False,Syphilis,Syphilis,Bacterial,english,True,,short_stem,easy,Identifying primary syphilis from a painless chancre with painless lymphadenopathy is a classic presentation well known to general dermatologists.
3658,Genetic Rare,rare,diagnosis,False,Sturge-Weber Syndrome,Sturge-Weber Syndrome,Syndromic,english,True,,one_liner,easy,"Recognizing that Sturge-Weber syndrome is classically associated with facial port-wine stain (capillary malformation) and intracranial vascular malformations (including cavernous hemangiomas), while excluding lymphangioma and hemangiosarcoma, is core dermatology knowledge."
3667,Infectious,moderate,diagnosis,False,Syphilis,Syphilis,Bacterial,english,True,,short_stem,easy,"Classic painless, indurated genital chancre appearing ~3 weeks after exposure strongly indicates primary syphilis, a core clinical presentation familiar to general dermatologists."
3668,Neoplastic,rare,diagnosis,False,Sezary Syndrome,Sézary Syndrome,Malignant,english,True,,vignette,medium,"Recognizing Sezary disease from evolving patches to plaques to tumors with erythroderma, pruritus, lymphadenopathy, and abnormal circulating cells requires knowledge of cutaneous T‑cell lymphoma features beyond common dermatoses."
3671,Infectious,common,diagnosis,False,Herpes Simplex Labialis,Herpes Simplex Labialis,Viral,english,True,,short_stem,easy,"Classic primary herpes simplex labialis after a viral prodrome with vesicles/ulcers; Tzanck smear shows multinucleated epithelial (keratinocyte) giant cells, a core dermatology fact."
3672,Inflammatory,moderate,diagnosis,False,Pustular Psoriasis,Pustular Psoriasis,Neutrophilic,english,True,,short_stem,easy,Recognizing steroid withdrawal as a trigger for generalized pustular psoriasis is classic core knowledge for dermatologists.
3674,Inflammatory,moderate,diagnosis,False,General,General,Unclassified,english,True,,one_liner,easy,"Recognizing pathergy as pustular, neutrophil-rich lesions induced by minor trauma is a classic, well-known concept in dermatology, especially associated with Behçet disease, and should be readily recalled by a general dermatologist."
3679,Other,common,diagnosis,False,General,General,Unclassified,english,True,,one_liner,easy,"Recognizing that harlequin color change, Mongolian spots, and erythema toxicum are common benign neonatal findings that resolve spontaneously is core pediatric dermatology knowledge for general dermatologists."
3682,Metabolic Systemic,moderate,mechanism,False,Spider Nevi,Spider Angioma,Systemic Disease Manifestations,english,True,,one_liner,easy,"Association of spider nevi with estrogen excess (e.g., pregnancy, liver disease) is classic core knowledge for general dermatologists."
3693,Inflammatory,common,diagnosis,True,Pityriasis Rosea,Pityriasis Rosea,Papulosquamous,english,True,,short_stem,easy,Identifying pityriasis rosea from classic annular plaques with a peripheral collarette of scale on the trunk is core dermatology knowledge with characteristic descriptors.
3681,Infectious,common,diagnosis,False,Tinea Corporis,Tinea Corporis,Fungal,english,True,,short_stem,easy,"Recognizing an annular, tinea-like lesion in an intertriginous area and identifying T. rubrum as the most common dermatophyte cause is core dermatology knowledge."
3688,Inflammatory,common,mechanism,False,General,General,Unclassified,english,True,,one_liner,easy,"Recognizing that necrotic (apoptotic) keratinocytes are a shared interface dermatitis feature seen in DLE, GVHD, and erythema multiforme is basic dermatopathology knowledge for general dermatologists."
3695,Infectious,common,diagnosis,False,Roseola Infantum,Roseola Infantum,Viral,english,True,,short_stem,easy,Recognizing roseola by its hallmark fever that resolves followed by a transient macular rash is classic core pediatric/dermatology knowledge.
3696,Infectious,common,diagnosis,True,Molluscum Contagiosum,Molluscum Contagiosum,Viral,english,True,,short_stem,easy,"Classic description of molluscum contagiosum with pearly, umbilicated papules and Koebner phenomenon is core dermatology knowledge."
3698,Infectious,common,epidemiology,False,Herpes Zoster (Varicella-Zoster Virus Congenital Infection),Congenital Varicella,Viral,english,True,,vignette,easy,Recognizing herpes zoster ophthalmicus sparing the nasal tip and knowing congenital varicella syndrome in first-trimester infection commonly causes cicatricial skin scarring is core dermatology knowledge.
3703,Infectious,common,diagnosis,False,General,General,Unclassified,english,True,,one_liner,easy,"Identifying staphylococcal causes among common skin infections (ecthyma, furuncle, impetigo contagiosa, sycosis barbae) while excluding erythrasma (Corynebacterium) is core dermatology knowledge."
3707,Inflammatory,moderate,treatment,False,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,one_liner,easy,Identifying topical corticosteroids as first-line therapy for lichen planus is core dermatology knowledge routinely used in general practice.
3714,Inflammatory,moderate,diagnosis,True,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,short_stem,easy,"Classic triad of pruritic violaceous papules, nail pterygium, and cicatricial alopecia strongly indicates lichen planus, a core diagnosis for general dermatologists."
3715,Metabolic Systemic,rare,diagnosis,False,Arsenic Poisoning,Arsenic Poisoning,Systemic Disease Manifestations,english,True,,one_liner,medium,"Linking chronic arsenic exposure specifically to extrahepatic portal vein obstruction (non-cirrhotic portal hypertension) rather than more commonly associated hepatic outcomes requires nuanced, less-common toxicology knowledge beyond core dermatology."
3716,Infectious,moderate,epidemiology,False,Leprosy,Leprosy,Bacterial,english,True,,one_liner,easy,"Identifying that leprosy commonly involves skin, peripheral nerves, eyes, and testes but spares the uterus is basic, well-known clinical knowledge for general dermatologists."
3717,Other,common,diagnosis,False,General,General,Unclassified,english,True,,one_liner,easy,"Recognizing that a scar is a secondary lesion while nodule, purpura, and wheal are primary lesions is core dermatology knowledge."
3722,Infectious,rare,diagnosis,False,Purpura Fulminans,Purpura Fulminans,Bacterial,english,True,,one_liner,easy,Recognizing purpura fulminans as classically associated with acute meningococcemia is core dermatology knowledge tied to classic presentations of life-threatening infections.
3728,Pigmentation,moderate,diagnosis,False,Acanthosis Nigricans,Acanthosis Nigricans,Hyperpigmentation,english,True,,one_liner,easy,"Recognizing clinical features, associations with type 2 diabetes, and the term tripe palms are core dermatology knowledge; knowing that AN histology typically shows papillomatosis with minimal acanthosis is a basic nuance familiar to general dermatologists."
3724,Inflammatory,moderate,epidemiology,False,Keloid,Keloid,Autoimmune,english,True,,one_liner,easy,"Recognizing that keloids commonly form on ears, face, and neck but are rare on the thin-skinned eyelids is basic clinical knowledge for general dermatologists."
3729,Genetic Rare,rare,diagnosis,False,Tuberous Sclerosis,Tuberous Sclerosis Complex,Syndromic,english,True,,one_liner,easy,"Associating Koenen’s tumors (periungual fibromas) with tuberous sclerosis is classic, core dermatology knowledge."
3732,Infectious,common,mechanism,False,Parvovirus B19 Infection (Erythema Infectiosum),Parvovirus B19 Infection,Viral,english,True,,vignette,easy,Recognizing a diffuse rash in a child consistent with parvovirus B19 and recalling its risk of aplastic crisis in immunocompromised hosts or hemolytic anemia is core pediatric-dermatology knowledge.
3733,Inflammatory,common,epidemiology,False,Psoriasis,Psoriasis Vulgaris,Papulosquamous,english,True,,one_liner,easy,"Recognizing that a common inflammatory dermatosis like psoriasis is associated with pruritus, arthritis, and increased cardiovascular risk is core knowledge for general dermatologists."
3735,Inflammatory,moderate,diagnosis,False,Photoallergic Contact Dermatitis,Photoallergic Contact Dermatitis,Eczematous,english,True,,short_stem,easy,"Recognizing chronic, summer-worsening eczematous lesions on sun-exposed sites as photoallergic/contact dermatitis and selecting a photopatch test is core dermatology knowledge."
3741,Inflammatory,moderate,epidemiology,False,Lichenoid Drug Reaction,Lichenoid Drug Eruption,Papulosquamous,english,True,,one_liner,easy,"Identifying antihypertensives, NSAIDs, and penicillamine as common triggers of lichenoid drug eruptions is core dermatology knowledge."
3743,Inflammatory,moderate,treatment,False,Psoriatic Arthritis,Psoriatic Arthritis,Autoimmune,english,True,,one_liner,easy,"Recognizing methotrexate is contraindicated in patients with liver fibrosis is core, widely known safety knowledge in managing psoriatic arthritis."
3746,Neoplastic,common,diagnosis,False,Melanoma,Melanoma,Malignant,english,True,,one_liner,easy,Identifying S100 as a classic immunohistochemical marker for melanoma is fundamental dermatopathology knowledge familiar to any general dermatologist.
3748,Neoplastic,common,diagnosis,False,Melanoma,Melanoma,Malignant,english,True,,one_liner,medium,"Requires recognizing histopathologic features of invasive melanoma and correlating depth of invasion with Clark level (extension into reticular dermis = level IV), which is more nuanced than basic dermatology knowledge."
3751,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,short_stem,easy,"Oral (palatal) ulcers with skin blisters classically point to pemphigus vulgaris, a core diagnosis every dermatologist readily recognizes."
3753,Inflammatory,moderate,diagnosis,False,Bullous Pemphigoid,Bullous Pemphigoid,Autoimmune,english,True,,one_liner,easy,"Recognizing tense, pruritic bullae as characteristic of bullous pemphigoid is a core dermatology fact and classic presentation."
3759,Infectious,moderate,diagnosis,False,Lepromatous Leprosy,Lepromatous Leprosy,Bacterial,english,True,,one_liner,easy,"Recognizing numerous, symmetric, shiny erythematous/coppery macules and papules as classic for lepromatous leprosy is core dermatology knowledge."
3766,Metabolic Systemic,rare,diagnosis,False,Primary Systemic Amyloidosis,Primary Systemic Amyloidosis,Systemic Disease Manifestations,english,True,,one_liner,easy,Recognizing periorbital pinch purpura as a classic sign of systemic (AL) amyloidosis is core dermatology knowledge commonly tested and readily recalled by general dermatologists.
