question_id,question,answer_options,correct_choice,llm_response,llm_response_raw,used_sources,answer_source,conditions,retrieval_iterations,final_doc_count,final_sufficient,retrieval_history,retrieved_documents,final_confidence
5208,Cells seen in cutaneous T cell lymphoma are called-,"{""A"": ""Councelmen bodies"", ""B"": ""Barr bodies"", ""C"": ""Sezary cells"", ""D"": ""Dohle bodies""}",C,C, C,,non_rag,,0,0,,,,
5209,A young person is having comedones and papulopustular acne over face and trunk and back. How will you manage the patient ?,"{""A"": ""Topical retinoic acid"", ""B"": ""Oral doxycycline + topical retinoic acid"", ""C"": ""Topical clindamycin"", ""D"": ""Oral retinoic acid""}",B,B, B,,non_rag,,0,0,,,,
521,"A 51-year-old woman comes to the physician because of a 1-year history of occasional discoloration and tingling in her fingers. She has no history of major medical illness and takes no medications. Examination of the hands and fingers shows thickened, waxy skin and several firm white nodules on the fingertips. Further evaluation of this patient is most likely to show which of the following findings?","{""A"": ""Upper eyelid rash"", ""B"": ""Telangiectasia"", ""C"": ""Endocardial immune complex deposition"", ""D"": ""Interstitial lung disease""}",B,D, D,,non_rag,,0,0,,,,
522,"A 19-year-old woman presents to her university health clinic for a regularly scheduled visit. She has a past medical history of depression, acne, attention-deficit/hyperactivity disorder, and dysmenorrhea. She is currently on paroxetine, dextroamphetamine, and naproxen during her menses. She is using nicotine replacement products to quit smoking. She is concerned about her acne, recent weight gain, and having a depressed mood this past month. She also states that her menses are irregular and painful. She is not sexually active and tries to exercise once a month. Her temperature is 97.6°F (36.4°C), blood pressure is 133/81 mmHg, pulse is 80/min, respirations are 14/min, and oxygen saturation is 98% on room air. Physical exam is notable for a morbidly obese woman with acne on her face. Her pelvic exam is unremarkable. The patient is given a prescription for isotretinoin. Which of the following is the most appropriate next step in management?","{""A"": ""Check hCG"", ""B"": ""Check prolactin"", ""C"": ""Check TSH"", ""D"": ""Recheck blood pressure in 1 week""}",A,A, A,,non_rag,,0,0,,,,
5222,Podophyllin is used to treat which type of wa:,"{""A"": ""Plantar wa"", ""B"": ""Genital wa"", ""C"": ""Verruca plan"", ""D"": ""All of the above""}",B,B, B,,non_rag,,0,0,,,,
5233,Treatment of choice for melanoma is:,"{""A"": ""Chemotherapy"", ""B"": ""Surgical excision"", ""C"": ""Radiotherapy"", ""D"": ""Surgery and chemotherapy""}",B,B, B,,non_rag,,0,0,,,,
5236,Rhinophyma is (a complication of -,"{""A"": ""Glandular form of acne rosacea"", ""B"": ""Form of acne vulgaris"", ""C"": ""Affects the scalp"", ""D"": ""A form of dermatofibroma""}",A,A, A,,non_rag,,0,0,,,,
5237,Macula cerulea is seen in – a) Pediculosis humanis corporisb) Pediculosis capitisc) Pthiris pubisd) Lupus erythematosis,"{""A"": ""a"", ""B"": ""ac"", ""C"": ""ad"", ""D"": ""b""}",B,B, B,,non_rag,,0,0,,,,
524,"A 46-year-old man presents to the office complaining of dry, irritated eyes that have gotten worse over the last week. The patient states that he has also developed a red bumpy rash on his arms. On exam, his bilateral cornea and conjunctiva are dry and thickened. There are small ulcerations on the cornea. The skin of the bilateral arms has an erythematous rash characterized by small, white raised lesions. The patient has a history of alcoholism but has no other significant past medical history. What is most likely deficient in this patient?","{""A"": ""Folic acid"", ""B"": ""Vitamin B12"", ""C"": ""Thiamine"", ""D"": ""Vitamin A""}",D,D, D,,non_rag,,0,0,,,,
5240,A 40 year old male developed persistant oral ulcers followed by multiple flaccid bullae on trunk and extremities. Direct immunofluorescence examination of a skin biopsy showed intercellular IgG deposits in the epidermis. The most probable diagnosis is:,"{""A"": ""Pemphigus vulgaris"", ""B"": ""Bullous Pemphigoid"", ""C"": ""Bullous Lupus erythematosus"", ""D"": ""Epidermolysis bullosa acquisita""}",A,A, A,,non_rag,,0,0,,,,
5251,Which of the following is a precancerous condition of the skin?,"{""A"": ""Bowen disease"", ""B"": ""Seborrhoeic keratosis"", ""C"": ""Leprosy"", ""D"": ""Psoriasis""}",A,A, A,,non_rag,,0,0,,,,
5256,Prognosis of malignant melanoma depends on -,"{""A"": ""Grade of tumor"", ""B"": ""Spread of tumor"", ""C"": ""Depth of invasion"", ""D"": ""Metastasis""}",C,C, C,,non_rag,,0,0,,,,
526,"A 24-year-old man presents to the physician because of headache, malaise, fatigue, aching pain in the bones, and a non-itchy skin rash for the past week. He reports that he had developed a single, raised, red-colored eruption over the glans penis 2 months ago, which had healed spontaneously 1 month ago. Physical examination shows bilaterally symmetric, discrete, round, pale-red-colored, 5–10 mm-sized macules on his trunk and extremities, including over the palms and soles. His genital examination shows reddish-brown plaques on the penis. Venereal disease research laboratory test is positive and high-sensitivity enzyme-linked immunosorbent assay for HIV is negative. Fluorescent treponemal antibody-absorption test is positive. Eight hours after the administration of intramuscular benzathine penicillin, the patient presents to the emergency department with complaints of fever with chills, worsening headache, muscle pains, and worsening of his pre-existing skin lesions for the past 4 hours. There is no history of itching. His temperature is 38.5°C (101.3°F), heart rate is 108/min, respiratory rate is 24/min, and blood pressure is 104/76 mm Hg. There is no bronchospasm. His complete blood count shows leukocytosis with lymphopenia. What is the most appropriate next step in management?","{""A"": ""Prescribe an antipyretic and an analgesic for symptom relief"", ""B"": ""Prescribe oral prednisone for 5 days"", ""C"": ""Administer intramuscular epinephrine"", ""D"": ""Prescribe doxycycline for 28 days""}",A,A, A,,non_rag,,0,0,,,,
5263,Pyoderma gangrenosum is seen in – a) Crohms diseaseb) Divertuculosisc) Ulcerative colitisd) Ca. colon,"{""A"": ""a"", ""B"": ""ac"", ""C"": ""ad"", ""D"": ""b""}",B,B, B,,non_rag,,0,0,,,,
5266,Drug of choice for dermatitis herpetiformis:,"{""A"": ""Dapsone"", ""B"": ""Rifampicin"", ""C"": ""Ketokonazole"", ""D"": ""Azithromycin""}",A,A, A,,non_rag,,0,0,,,,
5273,In contact dermatitis which cells play major role,"{""A"": ""T- cells"", ""B"": ""B-cells"", ""C"": ""Langhans cells"", ""D"": ""Macrophage""}",A,A, A,,non_rag,,0,0,,,,
5275,Acrodermatitis continua of Hallopeau is due to:,"{""A"": ""Pustular psoriasis"", ""B"": ""Zinc toxicity"", ""C"": ""Zinc deficiency"", ""D"": ""Collodion baby""}",A,A, A,,non_rag,,0,0,,,,
528,"A 6-month-old infant girl is brought by her parents to the emergency room due to abnormal jerky movements of the upper and lower limbs for the past month. When questioned about her birth history, the parents mention that a prenatal scan of the fetal heart revealed that the patient had a mass in the left ventricle, which led to the diagnosis of a neurocutaneous disorder in the child. Which of the following findings is a characteristic cutaneous finding associated with this young patient’s disorder?","{""A"": ""Ash-leaf spots"", ""B"": ""Cafe-au-lait spots"", ""C"": ""Cavernous hemangioma of the skin"", ""D"": ""Port-wine stain""}",A,A, A,,non_rag,,0,0,,,,
5285,A child presenting with localized patches of complete hair loss with normal appearance of scalp. Diagnosis is ?,"{""A"": ""Tinea capitis"", ""B"": ""Cradle cap"", ""C"": ""Alopecia areata"", ""D"": ""Telogen effluvium""}",A,C, C,,non_rag,,0,0,,,,
529,"A 33-year-old comes to her dermatologist complaining of a rash that recently started appearing on her face. She states that over the past three months, she has noticed that her cheeks have been getting darker, which has been causing her psychological distress. She has attempted using skin lighteners on her cheeks, but recently noticed more dark spots on her forehead. Aside from a first-trimester miscarriage 5 years ago and a 15-year history of migraines, she has no other past medical history. She is currently taking ibuprofen and rizatriptan for her migraines, and is also on oral contraceptives. Her mother has a history of thyroid disease and migraines but was otherwise healthy. On exam, the patient’s temperature is 99.1°F (37.3°C), blood pressure is 130/88 mmHg, pulse is 76/min, and respirations are 12/min. The patient has Fitzpatrick phototype III skin and marked confluent hyperpigmented patches over her cheeks without scarring. Her forehead is also notable for hyperpigmented macules that have not yet become confluent. There are no oral ulcers nor any other visible skin lesion. The patient has a negative pregnancy test, and her ANA is negative. Which of the following is the most likely cause of this patient’s disease?","{""A"": ""Autoantibodies"", ""B"": ""Enzyme inhibition"", ""C"": ""Hypersensitivity reaction"", ""D"": ""Medication""}",D,B, B,,non_rag,,0,0,,,,
53,"A 62-year-old woman with small-cell lung cancer comes to the physician because of a painful, burning red rash on her face and hands that developed 30 minutes after going outside to do garden work. She wore a long-sleeved shirt and was exposed to direct sunlight for about 10 minutes. The patient is light-skinned and has a history of occasional sunburns when she does not apply sunscreen. Current medications include demeclocycline for malignancy-associated hyponatremia and amoxicillin for sinusitis. Physical examination shows prominent erythema and a papular eruption on her forehead, cheeks, neck, and the dorsum of both hands. Which of the following is the most likely cause of this patient's symptoms?","{""A"": ""Degranulation of presensitized mast cells"", ""B"": ""Formation of drug-induced autoantibodies"", ""C"": ""Accumulation of porphobilinogen"", ""D"": ""Cell injury due to drug metabolites""}",D,A, A,,non_rag,,0,0,,,,
530,"A 45-year-old man presents to the office for evaluation of pruritic skin lesions, which he has had for 1 month on his elbows and knees. He has been using over-the-counter ointments, but they have not helped. He has not seen a healthcare provider for many years. He has no known allergies. His blood pressure is 140/80 mm Hg, his pulse is 82 beats per minute, his respirations are 18 breaths per minute, and his temperature is 37.2°C (98.9°F). On examination, clustered vesicular lesions are noted on both elbows and knees. Cardiovascular and pulmonary exams are unremarkable. Which of the following would most likely be associated with this patient’s condition?","{""A"": ""Malabsorption"", ""B"": ""Transmural inflammation of the colon"", ""C"": ""Erythema nodosum"", ""D"": ""Acanthosis nigricans""}",A,A, A,,non_rag,,0,0,,,,
5306,Cryoglobulinemia is associated with:,"{""A"": ""HAV"", ""B"": ""HBV"", ""C"": ""HCV"", ""D"": ""HDV""}",C,C, C,,non_rag,,0,0,,,,
531,"A 22-year-old man presents with multiple, target-like skin lesions on his right and left upper and lower limbs. He says that the lesions appeared 4 days ago and that, over the last 24 hours, they have extended to his torso. Past medical history is significant for pruritus and pain on the left border of his lower lip 1 week ago, followed by the development of an oral ulcerative lesion. On physical examination, multiple round erythematous papules with a central blister, a pale ring of edema surrounding a dark red inflammatory zone, and an erythematous halo are noted. Mucosal surfaces are free of any ulcerative and exudative lesions. Which of the following statements best explains the pathogenesis underlying this patient’s condition?","{""A"": ""Tumor necrosis factor (TNF) alpha production by CD4+ T cells in the skin"", ""B"": ""Circulating anti-desmoglein antibodies"", ""C"": ""IgA deposition in the papillary dermis"", ""D"": ""Interferon (IFN) gamma production by CD4+ T cells in the skin""}",D,A, A,,non_rag,,0,0,,,,
5311,"Multiple hypoaesthetic, hypopigmented macules on right lateral forearm with numerous acid fast bacilli is indicative of","{""A"": ""Tuberculoid leprosy"", ""B"": ""Lepromatous leprosy"", ""C"": ""Indeterminate leprosy"", ""D"": ""Borderline leprosy""}",D,B, B,,non_rag,,0,0,,,,
5314,"A 35-year-old woman consulted a dermatologist because of a persistent facial rash. Physical examination demonstrates an erythematous rash, without blistering or ulceration, involving both cheeks and the nose. The nasolabial folds are relatively spared. The dermatologist also notes scattered erythematous, firm, maculopapular lesions elsewhere on the woman's face and on exposed areas of the neck, upper chest, and elbows. Careful examination of the scalp demonstrates a few areas of focal alopecia. On questioning, the woman repos that she has had the rash more or less continuously for about six months, and that it gets much worse when she is exposed to sunlight. Which of the following autoimmune diseases would MOST likely produce this patient's skin problems?","{""A"": ""Dermatomyositis"", ""B"": ""Progressive systemic sclerosis"", ""C"": ""Rheumatoid ahritis"", ""D"": ""Systemic lupus erythematosus""}",D,D, D,,non_rag,,0,0,,,,
5315,Most common site of Necrobiosis lipioidica dibeticorum is?,"{""A"": ""Face"", ""B"": ""Neck"", ""C"": ""Front of leg"", ""D"": ""Back of leg""}",C,C, C,,non_rag,,0,0,,,,
5323,Itchy polygonal violaceous palpules seen in –,"{""A"": ""Psoriasis"", ""B"": ""Pemphigus"", ""C"": ""Lichen planus"", ""D"": ""Pitriasios rosea""}",C,C, C,,non_rag,,0,0,,,,
533,"A 66-year-old woman comes to the physician because of a 1-week history of pruritic blister formation. Physical examination shows multiple 1–3 cm bullae on the palms, soles, lower legs, and inguinal folds. Gentle rubbing of the skin does not result in sloughing of the epidermis. Immunofluorescence studies of a perilesional skin biopsy specimen are most likely to show deposition of antibodies in which of the following areas?","{""A"": ""At the dermoepidermal junction"", ""B"": ""Between epidermal keratinocytes"", ""C"": ""In dermal papillae"", ""D"": ""In dermal vessel walls""}",A,A, A,,non_rag,,0,0,,,,
5331,Diagnostic meathod of choice in contact dermatitis,"{""A"": ""Clinical examination"", ""B"": ""Skin Biopsy"", ""C"": ""Tzank Smear"", ""D"": ""Patch Test""}",D,A, A,,non_rag,,0,0,,,,
5334,Purpura is a feature of-  a) Disseminated Intravascular Coagulation  b) Henoch Schonlein Purpura  c) Meningococcemia  d) Schamberg's disease,"{""A"": ""abc"", ""B"": ""abd"", ""C"": ""acd"", ""D"": ""ac""}",A,D, D,,non_rag,,0,0,,,,
534,"A 16-year-old boy comes to the physician because of a painful lesion on the sole of his right foot for 1 month. It has become progressively larger and more painful, making it difficult for him to walk. He does not have any personal or family history of serious illness. Three years ago he was hospitalized for an ankle fracture that required open reduction and internal fixation. He has moderate facial acne for which he is not receiving any treatment right now. His immunizations are up-to-date. Examination shows a 1-cm lesion on the sole of his foot. The remainder of the examination is unremarkable. A photograph of his sole is shown below. Which of the following is the most likely cause of the lesion?","{""A"": ""Trauma"", ""B"": ""Poxvirus"", ""C"": ""Human papilloma virus"", ""D"": ""Benign growth""}",C,C, C,,non_rag,,0,0,,,,
5351,Bowen's disease is,"{""A"": ""Benign neoplasm of the G.I.T"", ""B"": ""Intra epithelial carcinoma"", ""C"": ""Vesiculobullous Lesion of skins"", ""D"": ""Ulcerative lesion of G.I.T""}",B,B, B,,non_rag,,0,0,,,,
5355,Ig A deposition in dermoepidermal junction skin seen in ?,"{""A"": ""Dermatitis herpetiformis"", ""B"": ""Bullous pemphigoid"", ""C"": ""Linear IgA disease"", ""D"": ""Epidermolysis bullosa""}",C,C, C,,non_rag,,0,0,,,,
536,"A 68-year-old man comes to the physician because of a 3-month history of a painless skin lesion on his neck. The lesion has gradually become darker in color. Sometimes it is itchy. He also noticed one similar lesion on his lower back. He is a retired gardener. He has smoked half a pack of cigarettes daily for 40 years. His temperature is 36.7°C (98°F), pulse is 72/min, and blood pressure is 123/78 mm Hg. Physical examination shows a 0.8-cm hyperpigmented papule on his neck and a 0.6-cm hyperpigmented papule on his lower back, both of which have a greasy and wax-like appearance. A photograph of the neck is shown. Which of the following is the most likely diagnosis?","{""A"": ""Lentigo maligna"", ""B"": ""Basal cell carcinoma"", ""C"": ""Seborrheic keratosis"", ""D"": ""Dermatofibroma\n\""""}",C,C, C,,non_rag,,0,0,,,,
5361,Xeroderma pigmentosum is caused due to group of closely related abnormalities in,"{""A"": ""Mismatch repair"", ""B"": ""Base excision repair"", ""C"": ""Nucleotide excision repair"", ""D"": ""SOS repair""}",C,C, C,,non_rag,,0,0,,,,
5363,Condyloma accuminatum is produced by which type of papillomavirus?,"{""A"": ""KPV6, 16"", ""B"": ""HPV6.11"", ""C"": ""HPV 16, 18"", ""D"": ""HPV11.I8""}",B,B, B,,non_rag,,0,0,,,,
537,A 45-year-old male comes into the trauma bay by EMS transport with a known history of gross contamination of an unknown dry/powder chemical from a research laboratory accident. Currently his vital signs are stable but he is in obvious discomfort with diffuse skin irritation. What should be done for this patient during the primary survey?,"{""A"": ""Take a sample of the unknown substance and send it to the lab for stat identification"", ""B"": ""Sedate and intubate the patient for concern of poor airway protection"", ""C"": ""Brush off the gross amount of unknown chemical and then remove all of the patient's clothes"", ""D"": ""Cover the patient's skin burns with topical mineral oil""}",C,C, C,,non_rag,,0,0,,,,
5370,Kaposi sarcoma is commonly seen in:,"{""A"": ""Upper Limbs"", ""B"": ""Lower limbs"", ""C"": ""Head and neck"", ""D"": ""Trunk""}",B,C, C,,non_rag,,0,0,,,,
5371,Keratoderma blenorrhagica is seen in:,"{""A"": ""Ankylosing spondylitis"", ""B"": ""Gouty arthritis"", ""C"": ""Reactive arthritis"", ""D"": ""Psoriatic arthritis""}",C,C, C,,non_rag,,0,0,,,,
5372,A 60 year old male patient complains of discoloration of right leg. Patient is a known case of diabetes mellitus. General physical examination reveals blackish discoloration of right leg with dry and shrunken appearance. Which of the following most appropriately describes the condition of this patient?,"{""A"": ""Wet gangrene"", ""B"": ""Dry gangrene"", ""C"": ""Psoriasis"", ""D"": ""Pemphigus""}",B,B, B,,non_rag,,0,0,,,,
5376,Treatment of dermatitis herpetiformis ?,"{""A"": ""Gluten free diet"", ""B"": ""Dapsone"", ""C"": ""Sulfonamide"", ""D"": ""All of the above""}",A,D, D,,non_rag,,0,0,,,,
538,"A 35-year-old woman comes to the clinic with complaints of joint pain and stiffness for the past few months. Her hands, lower back, and left knee are involved and associated with morning stiffness that improves throughout the day with activities. She also complains that her fingers change color upon exposure to cold. She has also noticed a tightening of the skin on her face and thinning of her lips. She feels tired throughout the day and has taken over-the-counter multivitamins that do not seem to help her much. The patient does not smoke cigarettes and drinks alcohol socially. She was diagnosed with hypertension 1 year ago and has been taking hydralazine for the past year. She lost her parents in a road traffic accident 3 years ago. Temperature is 36.7°C (98°F), blood pressure is 140/85 mm Hg, pulse is 72/min, respirations are 12/min, and BMI is 25 kg/m2. Her skin appears shiny and slightly thickened, especially her face and hands.
Laboratory investigation:
Complete blood count
Hemoglobin 9.5 g/dl
Leucocytes 5,500/mm3
Platelets 150,000/mm3
ANA positive
Anti-centromere Antibody negative
Anti Scl-70 positive
Anti Jo-1 negative
Anti-histone negative
Anti DsDNA negative
What is the most likely diagnosis in this patient?","{""A"": ""Limited cutaneous systemic scleroderma"", ""B"": ""Diffuse cutaneous systemic scleroderma"", ""C"": ""Polymyositis"", ""D"": ""SLE""}",B,B, B,,non_rag,,0,0,,,,
5382,"A 32 year old male, Kallu, who recently visited a sea coast presented with ulcer over the left leg. The probable cause is :","{""A"": ""Pasturella multocida"", ""B"": ""Micrococcus halophillus"", ""C"": ""Vibrio vulnificus"", ""D"": ""Neisseria gonorrhea""}",C,C, C,,non_rag,,0,0,,,,
539,"A 27-year-old man comes to the physician for a follow-up evaluation. Two days ago, he was involved in a physical altercation and sustained a bruise on his left arm and an injury to his left shoulder. Initially, there was a reddish-purple discoloration on his left upper arm. A photograph of the left upper arm today is shown. Which of the following enzymes is most likely responsible for the observed changes in color?","{""A"": ""Aminolevulinate dehydratase"", ""B"": ""Bilirubin UDP-glucuronosyltransferase"", ""C"": ""Heme oxygenase"", ""D"": ""Uroporphyrinogen decarboxylase""}",C,C, C,,non_rag,,0,0,,,,
5396,"Auspitz sign is seen in: March 2007, September 2010","{""A"": ""Psoriasis"", ""B"": ""Fungal infections"", ""C"": ""Vitiligo"", ""D"": ""Melasma""}",A,A, A,,non_rag,,0,0,,,,
540,"A 33-year-old man comes to the physician for evaluation of progressive hair loss from his scalp. He first noticed receding of the hairline over the bitemporal regions of his scalp 5 years ago. Since then, his hair has gradually become thinner over the crown of his head. He is otherwise healthy and takes no medications. Examination shows diffuse, nonscarring hair loss over the scalp with a bitemporal pattern of recession. Administration of which of the following drugs is most appropriate to treat this patient's hair loss?","{""A"": ""Clomipramine"", ""B"": ""Triamcinolone"", ""C"": ""Levothyroxine"", ""D"": ""Finasteride""}",D,D, D,,non_rag,,0,0,,,,
5406,True about the lesions of lichen planus -,"{""A"": ""Polygonal violaceous papules"", ""B"": ""Affect skin and mucous membranes"", ""C"": ""Are pruritic"", ""D"": ""All the above""}",D,D, D,,non_rag,,0,0,,,,
541,"A 61-year-old man with a past medical history significant for asthma and psoriasis presents to the clinic for a wellness visit. He has no specific complaints. The patient’s blood pressure is 121/73 mm Hg, the pulse is 81/min, the respiratory rate is 16/min, and the temperature is 37.2°C (99.1°F). Physical examination reveals a 3.3 cm (1.2 in) lesion overlying his left elbow with an erythematous border, covered with a silver scale. What type of lesion is on the patient’s elbow?","{""A"": ""Lichenification"", ""B"": ""Excoriation"", ""C"": ""Plaque"", ""D"": ""Papule""}",C,C, C,,non_rag,,0,0,,,,
5418,A young boy presented with miultiple flaccid bulla and oral mucosal lesion: The most likely finding would be:,"{""A"": ""Granular lgA in reticular dermis"", ""B"": ""IgG in epidermis"", ""C"": ""Linear IgM inderoepidermal junction"", ""D"": ""Linear IgA in dermal papillae""}",B,D, D,,non_rag,,0,0,,,,
5419,Schamberg's purpura are seen on ?,"{""A"": ""Face"", ""B"": ""Feet"", ""C"": ""Chest"", ""D"": ""Arms""}",B,B, B,,non_rag,,0,0,,,,
542,"A 53-year-old woman seeks medical care for superficial erosions and blisters over the skin of her head and trunk. She also has significant involvement of her buccal mucosa, which has made eating difficult. A year earlier, she developed tender sores on the oral mucosa and soft palate of her mouth, which was initially treated as herpes simplex stomatitis. Her condition worsened despite treatment, resulting in the development of eroded areas over her trunk and extremities, with a 10 kg weight loss. Upon further questioning, she denies itching, but she notes that the top layer of her skin could be easily removed when firm horizontal pressure was applied. What is the most likely diagnosis for this patient’s condition?","{""A"": ""Toxic epidermal necrolysis"", ""B"": ""Pemphigus vulgaris"", ""C"": ""Dermatitis herpetiformis"", ""D"": ""Behcet\u2019s disease""}",B,B, B,,non_rag,,0,0,,,,
5423,Multiple painful bleeding ulcers with inguinal bubo is seen with,"{""A"": ""Chancre"", ""B"": ""Granuloma inguinale"", ""C"": ""Lymphogranuloma Venerum"", ""D"": ""Chancroid""}",D,C, C,,non_rag,,0,0,,,,
5424,A 5 year old child presents with itchy excoriated papules and elevated Ig E levels. Most probable diagnosis is?,"{""A"": ""Scabies"", ""B"": ""Seborrhic dermatitis"", ""C"": ""Atopic dermatitis"", ""D"": ""Urticaria""}",C,C, C,,non_rag,,0,0,,,,
5433,A 85-year-old female developed multiple blisters on trunk and thighs. Nikolsky's sign negative. The lesions came on and off. The most probable diagnosis is:,"{""A"": ""Pemphigus vulgaris"", ""B"": ""Bullous pemphigoid"", ""C"": ""Lichen planus"", ""D"": ""Lepra reaction""}",B,B, B,,non_rag,,0,0,,,,
5434,Intraepidermal IgG deposition is seen in:,"{""A"": ""Pemphigus"", ""B"": ""Bullous pemphigoid"", ""C"": ""Herpes genitalis"", ""D"": ""None of the above""}",A,A, A,,non_rag,,0,0,,,,
5438,True about malignant melanoma,"{""A"": ""Lymphatic spread"", ""B"": ""Lymph node biopsy is done always"", ""C"": ""Block dissection to be done when sentinel node is involved"", ""D"": ""Microsatellitism""}",A,A, A,,non_rag,,0,0,,,,
5439,"A male patient presents with patchy loss of hair on scalp, eyebrows and beard. He also gives istory of rapid graying of hair in a few areas. The likely diagnosis is-","{""A"": ""Alopecia areata"", ""B"": ""Anagen effluvium"", ""C"": ""Telogen effluvium"", ""D"": ""Androgenic alopecia""}",A,A, A,,non_rag,,0,0,,,,
544,"A 68-year-old man comes to the physician 3 months after noticing skin changes on his scalp. When he scrapes off the crust of the lesion, it reappears after a few days. Occasionally, his scalp itches or he notices a burning sensation. He had a mole removed on his right forearm 5 years ago. He is a retired winemaker. His vital signs are within normal limits. Examination shows multiple rough patches on his scalp. A photograph is shown. Which of the following is the most likely diagnosis?","{""A"": ""Keratoacanthoma"", ""B"": ""Actinic keratosis"", ""C"": ""Bowen disease"", ""D"": ""Amelanotic melanoma""}",B,B, B,,non_rag,,0,0,,,,
5443,A 7 years old child from Bihar is having hypo pigmented anesthetic patch on his face. What is the most probable diagnosis?,"{""A"": ""Intermediate leprosy"", ""B"": ""Pityriasis alba"", ""C"": ""Nevus anemicus"", ""D"": ""Nevus achromicus""}",A,D, D,,non_rag,,0,0,,,,
5445,Eczema herpaticum is -,"{""A"": ""A form of eczema"", ""B"": ""Viral infection"", ""C"": ""Bacterial infection"", ""D"": ""Fungal infection""}",B,B, B,,non_rag,,0,0,,,,
5446,True about Impetigo is – a) Contagiousb) Bacterial infectionc) Non contagiousd) Honey coloured cruste) Viral infection,"{""A"": ""abd"", ""B"": ""bcd"", ""C"": ""abc"", ""D"": ""ab""}",A,D, D,,non_rag,,0,0,,,,
5451,"A child presents with seborrheic dermatits, lytic skull lesions, ear discharge and hepatosplenomegaly, likely diagnosis -","{""A"": ""Leukemia"", ""B"": ""Lymphoma"", ""C"": ""Histiocytosis X"", ""D"": ""Multiple myeloma""}",C,C, C,,non_rag,,0,0,,,,
5452,A farmer has an ulcer on a leg with indurated margin and multiple sinuses with discharging black granules. The likely diagnosis is,"{""A"": ""Mycetoma"", ""B"": ""Scrofuloderma"", ""C"": ""Lupus vulgaris"", ""D"": ""Actinomycosis""}",A,A, A,,non_rag,,0,0,,,,
5454,Skin cancer which can occur due to exposure to light is -,"{""A"": ""Melanoma"", ""B"": ""Squamous cell carcinoma"", ""C"": ""Kaposis sarcoma"", ""D"": ""None""}",B,A, A,,non_rag,,0,0,,,,
5458,A gardener has multiple vesicles on hand and multiple eruptions along the lymphatics. Most common fungus responsible is?,"{""A"": ""Sporothrix schenckii"", ""B"": ""Cladosporium"", ""C"": ""Histoplasma"", ""D"": ""Candida""}",A,A, A,,non_rag,,0,0,,,,
546,"A 22-year-old female presents to your clinic for evaluation of ""skin problems."" She complains of severe acne and ""spots"" all over her face that have persisted for the last 8 years, despite innumerable creams and lotions. She reports spending several hours every morning using make-up just to go outside. She wishes to learn about cosmetic procedures or surgeries that could solve her problem. While you perceive her concern for her skin to be genuine, upon examination, you note a healthy-appearing, well-nourished female with a normal complexion, minimal acne and sparse freckles on the nasal bridge. You calculate her BMI to be 21. In addition to making a diagnosis, this patient should be screened for which other disorder?","{""A"": ""Malingering"", ""B"": ""Munchausen's syndrome"", ""C"": ""Anorexia"", ""D"": ""Major depressive disorder""}",D,D, D,,non_rag,,0,0,,,,
547,"A mother brings her 8-month-old child to your pediatric clinic with concerns of a rash. Physical exam reveals an erythematous, weeping rash involving bilateral cheeks and scalp. You prescribe a topical agent that is considered the first-line pharmacological treatment for this condition. What is a common concern that the mother should be alerted to regarding long-term use of this topical agent?","{""A"": ""Hyperpigmentation"", ""B"": ""Skin atrophy"", ""C"": ""Paresthesia"", ""D"": ""Increased risk of melanoma""}",B,B, B,,non_rag,,0,0,,,,
5475,Sexually active males comes with complaints of recurrent ulcers over the glans which heals with hyperpigmentation probable diagnosis is,"{""A"": ""Aphthous ulcer"", ""B"": ""Fixed drug eruptions"", ""C"": ""Herpes-genitalis"", ""D"": ""Chlamydial infection""}",B,C, C,,non_rag,,0,0,,,,
5476,Multinucleate giant cells are seen in Tzank smear in ?,"{""A"": ""Herpesgenitalis"", ""B"": ""Bullous pemphigoid"", ""C"": ""Toxic epidermal necolysis"", ""D"": ""Pemphigus""}",A,A, A,,non_rag,,0,0,,,,
5477,"A 32-year-old woman has had hives (uicaria) for 8 weeks. She has not staed any new medications. Her hives are not painful and do not leave behind any pigmentation or other marks when individual resolve (within 24 hours). She has not had respiratory symptoms or lip or tongue swelling. She is frustrated with the amount of pruritis, but does not want to take any medications that make her ""sleepy."" Which of the following medications would you recommend?","{""A"": ""Calamine lotion"", ""B"": ""Hydroxyzine"", ""C"": ""Loratadine"", ""D"": ""Ranitidine""}",C,C, C,,non_rag,,0,0,,,,
5480,"A 36 year old male patient presents with patchy loss of hair on scalp, eyebrows and beard. He also gives a history of rapid greying of hair in a few areas. The likely diagnosis is:","{""A"": ""Alopecia areata"", ""B"": ""Premature greying syndrome"", ""C"": ""Telogen effluvium"", ""D"": ""Androgenetic alopecia""}",A,A, A,,non_rag,,0,0,,,,
5481,"A 30 years old male presented with silvery scales on elbow and knee, which bleed on removal. The probable diagnosis is:","{""A"": ""Pityriasis"", ""B"": ""Seborrheic dermatitis"", ""C"": ""Psoriasis"", ""D"": ""Secondary syphilis""}",C,C, C,,non_rag,,0,0,,,,
5485,A patient develops honey colored pustules on the skin. The diagnosis is?,"{""A"": ""Impetigo"", ""B"": ""Staphylococcal scalded skin syndrome"", ""C"": ""Carbuncle"", ""D"": ""Sycosis barbae""}",A,A, A,,non_rag,,0,0,,,,
