pid,group,case_index,question_id,source_position,document_id,rating,supports_llm,llm_answer,correct_choice,llm_is_correct
p33,11,1,2919,1,3,Supports,True,D,D,True
p33,11,1,2919,2,6,Does not support,False,D,D,True
p33,11,2,1661,1,3,Supports,True,B,B,True
p33,11,2,1661,2,2,Supports,True,B,B,True
p33,11,2,1661,3,5,Supports,True,B,B,True
p33,11,3,4794,1,1,Supports,True,A,A,True
p33,11,3,4794,2,5,Supports,True,A,A,True
p33,11,3,4794,3,7,Supports,True,A,A,True
p33,11,4,1216,1,1,Supports,True,D,D,True
p33,11,4,1216,2,8,Supports,True,D,D,True
p33,11,4,1216,3,10,Supports,True,D,D,True
p33,11,5,1012,1,2,Supports,True,D,D,True
p33,11,5,1012,2,4,Does not support,False,D,D,True
p33,11,6,6703,1,1,Supports,True,A,A,True
p33,11,6,6703,2,3,Supports,True,A,A,True
p33,11,6,6703,3,7,Supports,True,A,A,True
p33,11,7,1097,1,1,Supports,True,A,A,True
p33,11,7,1097,2,5,Supports,True,A,A,True
p33,11,8,9636,1,7,Does not support,False,D,D,True
p33,11,8,9636,2,9,Supports,True,D,D,True
p33,11,9,6130,1,2,Supports,True,B,B,True
p33,11,9,6130,2,8,Supports,True,B,B,True
p33,11,9,6130,3,9,Does not support,False,B,B,True
p33,11,10,323,1,6,Does not support,False,B,A,False
p33,11,10,323,2,7,Does not support,False,B,A,False
p33,11,10,323,3,8,Supports,True,B,A,False
p33,11,10,323,4,9,Supports,True,B,A,False
p33,11,11,824,1,1,Supports,True,A,A,True
p33,11,11,824,2,2,Supports,True,A,A,True
p33,11,11,824,3,3,Supports,True,A,A,True
p33,11,11,824,4,6,Supports,True,A,A,True
p33,11,12,1979,1,1,Supports,True,B,B,True
p33,11,12,1979,2,2,Supports,True,B,B,True
p33,11,13,8604,1,2,Supports,True,A,A,True
p33,11,13,8604,2,7,Does not support,False,A,A,True
p33,11,13,8604,3,1,Supports,True,A,A,True
p33,11,14,401,1,1,Does not support,False,A,D,False
p33,11,14,401,2,5,Does not support,False,A,D,False
p33,11,14,401,3,6,Does not support,False,A,D,False
p33,11,14,401,4,7,Does not support,False,A,D,False
p33,11,15,1120,1,1,Supports,True,C,C,True
p33,11,15,1120,2,3,Supports,True,C,C,True
p33,11,15,1120,3,7,Supports,True,C,C,True
p33,11,15,1120,4,9,Supports,True,C,C,True
p33,11,16,7061,1,1,Does not support,False,A,A,True
p33,11,16,7061,2,2,Supports,True,A,A,True
p33,11,16,7061,3,5,Supports,True,A,A,True
p32,11,1,2919,1,3,Supports,True,D,D,True
p32,11,1,2919,2,6,Does not support,False,D,D,True
p32,11,2,1661,1,3,Supports,True,B,B,True
p32,11,2,1661,2,2,Does not support,False,B,B,True
p32,11,2,1661,3,5,Supports,True,B,B,True
p32,11,3,4794,1,1,Supports,True,A,A,True
p32,11,3,4794,2,5,Does not support,False,A,A,True
p32,11,3,4794,3,7,Supports,True,A,A,True
p32,11,4,1216,1,1,Supports,True,D,D,True
p32,11,4,1216,2,8,Does not support,False,D,D,True
p32,11,4,1216,3,10,Does not support,False,D,D,True
p32,11,5,1012,1,2,Does not support,False,D,D,True
p32,11,5,1012,2,4,Does not support,False,D,D,True
p32,11,6,6703,1,1,Supports,True,A,A,True
p32,11,6,6703,2,3,Does not support,False,A,A,True
p32,11,6,6703,3,7,Supports,True,A,A,True
p32,11,7,1097,1,1,Does not support,False,A,A,True
p32,11,7,1097,2,5,Supports,True,A,A,True
p32,11,8,9636,1,7,Does not support,False,D,D,True
p32,11,8,9636,2,9,Supports,True,D,D,True
p32,11,9,6130,1,2,Supports,True,B,B,True
p32,11,9,6130,2,8,Supports,True,B,B,True
p32,11,9,6130,3,9,Does not support,False,B,B,True
p32,11,10,323,1,6,Supports,True,B,A,False
p32,11,10,323,2,7,Does not support,False,B,A,False
p32,11,10,323,3,8,Does not support,False,B,A,False
p32,11,10,323,4,9,Does not support,False,B,A,False
p32,11,11,824,1,1,Supports,True,A,A,True
p32,11,11,824,2,2,Supports,True,A,A,True
p32,11,11,824,3,3,Does not support,False,A,A,True
p32,11,11,824,4,6,Supports,True,A,A,True
p32,11,12,1979,1,1,Does not support,False,B,B,True
p32,11,12,1979,2,2,Supports,True,B,B,True
p32,11,13,8604,1,2,Does not support,False,A,A,True
p32,11,13,8604,2,7,Does not support,False,A,A,True
p32,11,13,8604,3,1,Supports,True,A,A,True
p32,11,14,401,1,1,Does not support,False,A,D,False
p32,11,14,401,2,5,Does not support,False,A,D,False
p32,11,14,401,3,6,Does not support,False,A,D,False
p32,11,14,401,4,7,Does not support,False,A,D,False
p32,11,15,1120,1,1,Supports,True,C,C,True
p32,11,15,1120,2,3,Supports,True,C,C,True
p32,11,15,1120,3,7,Supports,True,C,C,True
p32,11,15,1120,4,9,Supports,True,C,C,True
p32,11,16,7061,1,1,Does not support,False,A,A,True
p32,11,16,7061,2,2,Supports,True,A,A,True
p32,11,16,7061,3,5,Does not support,False,A,A,True
p31,11,1,2919,1,3,Supports,True,D,D,True
p31,11,1,2919,2,6,Supports,True,D,D,True
p31,11,2,1661,1,3,Supports,True,B,B,True
p31,11,2,1661,2,2,Does not support,False,B,B,True
p31,11,2,1661,3,5,Supports,True,B,B,True
p31,11,3,4794,1,1,Supports,True,A,A,True
p31,11,3,4794,2,5,Does not support,False,A,A,True
p31,11,3,4794,3,7,Supports,True,A,A,True
p31,11,4,1216,1,1,Does not support,False,D,D,True
p31,11,4,1216,2,8,Does not support,False,D,D,True
p31,11,4,1216,3,10,Does not support,False,D,D,True
p31,11,5,1012,1,2,Does not support,False,D,D,True
p31,11,5,1012,2,4,Does not support,False,D,D,True
p31,11,6,6703,1,1,Supports,True,A,A,True
p31,11,6,6703,2,3,Supports,True,A,A,True
p31,11,6,6703,3,7,Supports,True,A,A,True
p31,11,7,1097,1,1,Supports,True,A,A,True
p31,11,7,1097,2,5,Supports,True,A,A,True
p31,11,8,9636,1,7,Supports,True,D,D,True
p31,11,8,9636,2,9,Does not support,False,D,D,True
p31,11,9,6130,1,2,Supports,True,B,B,True
p31,11,9,6130,2,8,Does not support,False,B,B,True
p31,11,9,6130,3,9,Does not support,False,B,B,True
p31,11,10,323,1,6,Supports,True,B,A,False
p31,11,10,323,2,7,Does not support,False,B,A,False
p31,11,10,323,3,8,Supports,True,B,A,False
p31,11,10,323,4,9,Does not support,False,B,A,False
p31,11,11,824,1,1,Supports,True,A,A,True
p31,11,11,824,2,2,Supports,True,A,A,True
p31,11,11,824,3,3,Supports,True,A,A,True
p31,11,11,824,4,6,Does not support,False,A,A,True
p31,11,12,1979,1,1,Supports,True,B,B,True
p31,11,12,1979,2,2,Supports,True,B,B,True
p31,11,13,8604,1,2,Supports,True,A,A,True
p31,11,13,8604,2,7,Does not support,False,A,A,True
p31,11,13,8604,3,1,Does not support,False,A,A,True
p31,11,14,401,1,1,Supports,True,A,D,False
p31,11,14,401,2,5,Supports,True,A,D,False
p31,11,14,401,3,6,Does not support,False,A,D,False
p31,11,14,401,4,7,Supports,True,A,D,False
p31,11,15,1120,1,1,Supports,True,C,C,True
p31,11,15,1120,2,3,Does not support,False,C,C,True
p31,11,15,1120,3,7,Supports,True,C,C,True
p31,11,15,1120,4,9,Supports,True,C,C,True
p31,11,16,7061,1,1,Supports,True,A,A,True
p31,11,16,7061,2,2,Supports,True,A,A,True
p31,11,16,7061,3,5,Does not support,False,A,A,True
p35,12,1,1288,1,1,Supports,True,D,D,True
p35,12,1,1288,2,3,Supports,True,D,D,True
p35,12,1,1288,3,4,Supports,True,D,D,True
p35,12,2,7889,1,1,Does not support,False,D,D,True
p35,12,3,186,1,1,Does not support,False,A,A,True
p35,12,3,186,2,5,Supports,True,A,A,True
p35,12,3,186,3,7,Supports,True,A,A,True
p35,12,4,772,1,6,Does not support,False,D,D,True
p35,12,4,772,2,5,Does not support,False,D,D,True
p35,12,4,772,3,1,Does not support,False,D,D,True
p35,12,5,8953,1,1,Does not support,False,A,A,True
p35,12,5,8953,2,8,Does not support,False,A,A,True
p35,12,6,3539,1,1,Supports,True,D,D,True
p35,12,6,3539,2,4,Supports,True,D,D,True
p35,12,6,3539,3,7,Does not support,False,D,D,True
p35,12,7,7864,1,2,Does not support,False,D,A,False
p35,12,7,7864,2,4,Does not support,False,D,A,False
p35,12,8,54,1,4,Does not support,False,C,C,True
p35,12,8,54,2,9,Does not support,False,C,C,True
p35,12,9,8228,1,2,Supports,True,B,B,True
p35,12,9,8228,2,1,Supports,True,B,B,True
p35,12,9,8228,3,9,Supports,True,B,B,True
p35,12,10,1943,1,2,Supports,True,D,D,True
p35,12,10,1943,2,9,Supports,True,D,D,True
p35,12,11,155,1,1,Supports,True,C,C,True
p35,12,11,155,2,8,Supports,True,C,C,True
p35,12,11,155,3,9,Supports,True,C,C,True
p35,12,12,2427,1,1,Supports,True,C,C,True
p35,12,12,2427,2,7,Supports,True,C,C,True
p35,12,12,2427,3,9,Supports,True,C,C,True
p35,12,13,1194,1,1,Does not support,False,D,D,True
p35,12,13,1194,2,2,Does not support,False,D,D,True
p35,12,13,1194,3,4,Does not support,False,D,D,True
p35,12,14,9440,1,1,Does not support,False,B,A,False
p35,12,14,9440,2,7,Does not support,False,B,A,False
p35,12,15,514,1,2,Does not support,False,B,B,True
p35,12,15,514,2,10,Supports,True,B,B,True
p35,12,16,1320,1,7,Does not support,False,C,C,True
p35,12,16,1320,2,8,Does not support,False,C,C,True
p34,12,1,1288,1,1,Does not support,False,D,D,True
p34,12,1,1288,2,3,Does not support,False,D,D,True
p34,12,1,1288,3,4,Does not support,False,D,D,True
p34,12,2,7889,1,1,Does not support,False,D,D,True
p34,12,3,186,1,1,Does not support,False,A,A,True
p34,12,3,186,2,5,Supports,True,A,A,True
p34,12,3,186,3,7,Supports,True,A,A,True
p34,12,4,772,1,6,Does not support,False,D,D,True
p34,12,4,772,2,5,Does not support,False,D,D,True
p34,12,4,772,3,1,Does not support,False,D,D,True
p34,12,5,8953,1,1,Does not support,False,A,A,True
p34,12,5,8953,2,8,Supports,True,A,A,True
p34,12,6,3539,1,1,Supports,True,D,D,True
p34,12,6,3539,2,4,Supports,True,D,D,True
p34,12,6,3539,3,7,Does not support,False,D,D,True
p34,12,7,7864,1,2,Does not support,False,D,A,False
p34,12,7,7864,2,4,Does not support,False,D,A,False
p34,12,8,54,1,4,Supports,True,C,C,True
p34,12,8,54,2,9,Supports,True,C,C,True
p34,12,9,8228,1,2,Supports,True,B,B,True
p34,12,9,8228,2,1,Supports,True,B,B,True
p34,12,9,8228,3,9,Supports,True,B,B,True
p34,12,10,1943,1,2,Supports,True,D,D,True
p34,12,10,1943,2,9,Supports,True,D,D,True
p34,12,11,155,1,1,Does not support,False,C,C,True
p34,12,11,155,2,8,Does not support,False,C,C,True
p34,12,11,155,3,9,Does not support,False,C,C,True
p34,12,12,2427,1,1,Supports,True,C,C,True
p34,12,12,2427,2,7,Supports,True,C,C,True
p34,12,12,2427,3,9,Supports,True,C,C,True
p34,12,13,1194,1,1,Does not support,False,D,D,True
p34,12,13,1194,2,2,Does not support,False,D,D,True
p34,12,13,1194,3,4,Does not support,False,D,D,True
p34,12,14,9440,1,1,Does not support,False,B,A,False
p34,12,14,9440,2,7,Supports,True,B,A,False
p34,12,15,514,1,2,Supports,True,B,B,True
p34,12,15,514,2,10,Supports,True,B,B,True
p34,12,16,1320,1,7,Does not support,False,C,C,True
p34,12,16,1320,2,8,Does not support,False,C,C,True
p36,12,1,1288,1,1,Supports,True,D,D,True
p36,12,1,1288,2,3,Supports,True,D,D,True
p36,12,1,1288,3,4,Supports,True,D,D,True
p36,12,2,7889,1,1,Does not support,False,D,D,True
p36,12,3,186,1,1,Supports,True,A,A,True
p36,12,3,186,2,5,Supports,True,A,A,True
p36,12,3,186,3,7,Supports,True,A,A,True
p36,12,4,772,1,6,Supports,True,D,D,True
p36,12,4,772,2,5,Supports,True,D,D,True
p36,12,4,772,3,1,Supports,True,D,D,True
p36,12,5,8953,1,1,Does not support,False,A,A,True
p36,12,5,8953,2,8,Does not support,False,A,A,True
p36,12,6,3539,1,1,Supports,True,D,D,True
p36,12,6,3539,2,4,Supports,True,D,D,True
p36,12,6,3539,3,7,Supports,True,D,D,True
p36,12,7,7864,1,2,Does not support,False,D,A,False
p36,12,7,7864,2,4,Does not support,False,D,A,False
p36,12,8,54,1,4,Does not support,False,C,C,True
p36,12,8,54,2,9,Supports,True,C,C,True
p36,12,9,8228,1,2,Supports,True,B,B,True
p36,12,9,8228,2,1,Supports,True,B,B,True
p36,12,9,8228,3,9,Supports,True,B,B,True
p36,12,10,1943,1,2,Supports,True,D,D,True
p36,12,10,1943,2,9,Supports,True,D,D,True
p36,12,11,155,1,1,Supports,True,C,C,True
p36,12,11,155,2,8,Supports,True,C,C,True
p36,12,11,155,3,9,Supports,True,C,C,True
p36,12,12,2427,1,1,Supports,True,C,C,True
p36,12,12,2427,2,7,Supports,True,C,C,True
p36,12,12,2427,3,9,Supports,True,C,C,True
p36,12,13,1194,1,1,Does not support,False,D,D,True
p36,12,13,1194,2,2,Supports,True,D,D,True
p36,12,13,1194,3,4,Supports,True,D,D,True
p36,12,14,9440,1,1,Supports,True,B,A,False
p36,12,14,9440,2,7,Does not support,False,B,A,False
p36,12,15,514,1,2,Supports,True,B,B,True
p36,12,15,514,2,10,Does not support,False,B,B,True
p36,12,16,1320,1,7,Supports,True,C,C,True
p36,12,16,1320,2,8,Supports,True,C,C,True
p37,13,1,9930,1,1,Supports,True,B,B,True
p37,13,1,9930,2,2,Supports,True,B,B,True
p37,13,1,9930,3,3,Supports,True,B,B,True
p37,13,2,2690,1,4,Supports,True,C,C,True
p37,13,2,2690,2,7,Supports,True,C,C,True
p37,13,2,2690,3,8,Supports,True,C,C,True
p37,13,3,790,1,2,Does not support,False,E,E,True
p37,13,4,794,1,2,Does not support,False,B,B,True
p37,13,4,794,2,7,Does not support,False,B,B,True
p37,13,5,6756,1,2,Supports,True,C,C,True
p37,13,5,6756,2,3,Supports,True,C,C,True
p37,13,5,6756,3,5,Supports,True,C,C,True
p37,13,6,158,1,1,Supports,True,C,C,True
p37,13,6,158,2,5,Supports,True,C,C,True
p37,13,7,1730,1,1,Supports,True,D,D,True
p37,13,7,1730,2,2,Supports,True,D,D,True
p37,13,7,1730,3,3,Supports,True,D,D,True
p37,13,8,606,1,3,Supports,True,E,E,True
p37,13,8,606,2,5,Supports,True,E,E,True
p37,13,8,606,3,8,Supports,True,E,E,True
p37,13,9,4712,1,1,Does not support,False,D,D,True
p37,13,10,7405,1,2,Does not support,False,B,B,True
p37,13,10,7405,2,3,Does not support,False,B,B,True
p37,13,10,7405,3,5,Does not support,False,B,B,True
p37,13,11,1169,1,2,Supports,True,B,B,True
p37,13,12,1513,1,2,Supports,True,D,C,False
p37,13,12,1513,2,7,Does not support,False,D,C,False
p37,13,13,6146,1,1,Supports,True,A,A,True
p37,13,14,1214,1,1,Does not support,False,F,A,False
p37,13,14,1214,2,2,Does not support,False,F,A,False
p37,13,14,1214,3,3,Does not support,False,F,A,False
p37,13,15,7310,1,1,Supports,True,B,B,True
p37,13,15,7310,2,7,Supports,True,B,B,True
p37,13,15,7310,3,9,Supports,True,B,B,True
p37,13,16,2652,1,1,Supports,True,A,A,True
p37,13,16,2652,2,2,Supports,True,A,A,True
p37,13,16,2652,3,3,Supports,True,A,A,True
p39,13,1,9930,1,1,Supports,True,B,B,True
p39,13,1,9930,2,2,Supports,True,B,B,True
p39,13,1,9930,3,3,Supports,True,B,B,True
p39,13,2,2690,1,4,Supports,True,C,C,True
p39,13,2,2690,2,7,Supports,True,C,C,True
p39,13,2,2690,3,8,Does not support,False,C,C,True
p39,13,3,790,1,2,Does not support,False,E,E,True
p39,13,4,794,1,2,Does not support,False,B,B,True
p39,13,4,794,2,7,Does not support,False,B,B,True
p39,13,5,6756,1,2,Supports,True,C,C,True
p39,13,5,6756,2,3,Does not support,False,C,C,True
p39,13,5,6756,3,5,Does not support,False,C,C,True
p39,13,6,158,1,1,Does not support,False,C,C,True
p39,13,6,158,2,5,Supports,True,C,C,True
p39,13,7,1730,1,1,Supports,True,D,D,True
p39,13,7,1730,2,2,Supports,True,D,D,True
p39,13,7,1730,3,3,Does not support,False,D,D,True
p39,13,8,606,1,3,Supports,True,E,E,True
p39,13,8,606,2,5,Supports,True,E,E,True
p39,13,8,606,3,8,Supports,True,E,E,True
p39,13,9,4712,1,1,Does not support,False,D,D,True
p39,13,10,7405,1,2,Supports,True,B,B,True
p39,13,10,7405,2,3,Supports,True,B,B,True
p39,13,10,7405,3,5,Supports,True,B,B,True
p39,13,11,1169,1,2,Supports,True,B,B,True
p39,13,12,1513,1,2,Does not support,False,D,C,False
p39,13,12,1513,2,7,Supports,True,D,C,False
p39,13,13,6146,1,1,Supports,True,A,A,True
p39,13,14,1214,1,1,Does not support,False,F,A,False
p39,13,14,1214,2,2,Does not support,False,F,A,False
p39,13,14,1214,3,3,Does not support,False,F,A,False
p39,13,15,7310,1,1,Supports,True,B,B,True
p39,13,15,7310,2,7,Supports,True,B,B,True
p39,13,15,7310,3,9,Supports,True,B,B,True
p39,13,16,2652,1,1,Supports,True,A,A,True
p39,13,16,2652,2,2,Supports,True,A,A,True
p39,13,16,2652,3,3,Does not support,False,A,A,True
p42,14,1,7530,1,1,Supports,True,A,A,True
p42,14,1,7530,2,7,Supports,True,A,A,True
p42,14,1,7530,3,8,Supports,True,A,A,True
p42,14,2,433,1,7,Supports,True,D,D,True
p42,14,2,433,2,8,Supports,True,D,D,True
p42,14,3,248,1,3,Supports,True,B,D,False
p42,14,4,1408,1,1,Does not support,False,E,E,True
p42,14,5,6378,1,2,Supports,True,C,C,True
p42,14,5,6378,2,5,Supports,True,C,C,True
p42,14,5,6378,3,6,Supports,True,C,C,True
p42,14,5,6378,4,9,Supports,True,C,C,True
p42,14,6,8291,1,8,Supports,True,C,C,True
p42,14,7,455,1,1,Does not support,False,B,B,True
p42,14,7,455,2,10,Supports,True,B,B,True
p42,14,8,6302,1,5,Supports,True,A,C,False
p42,14,9,1395,1,1,Supports,True,C,C,True
p42,14,9,1395,2,4,Supports,True,C,C,True
p42,14,9,1395,3,7,Supports,True,C,C,True
p42,14,10,4119,1,2,Does not support,False,A,A,True
p42,14,10,4119,2,6,Supports,True,A,A,True
p42,14,10,4119,3,3,Supports,True,A,A,True
p42,14,11,1151,1,4,Supports,True,B,B,True
p42,14,11,1151,2,10,Supports,True,B,B,True
p42,14,12,394,1,1,Supports,True,A,A,True
p42,14,12,394,2,2,Supports,True,A,A,True
p42,14,12,394,3,3,Supports,True,A,A,True
p42,14,13,339,1,5,Supports,True,A,A,True
p42,14,13,339,2,8,Supports,True,A,A,True
p42,14,14,9472,1,1,Supports,True,A,A,True
p42,14,14,9472,2,4,Supports,True,A,A,True
p42,14,15,8992,1,1,Supports,True,A,A,True
p42,14,15,8992,2,2,Supports,True,A,A,True
p42,14,15,8992,3,6,Supports,True,A,A,True
p42,14,16,119,1,2,Does not support,False,A,A,True
p42,14,16,119,2,6,Does not support,False,A,A,True
p42,14,16,119,3,8,Does not support,False,A,A,True
p42,14,16,119,4,9,Supports,True,A,A,True
p41,14,1,7530,1,1,Supports,True,A,A,True
p41,14,1,7530,2,7,Does not support,False,A,A,True
p41,14,1,7530,3,8,Supports,True,A,A,True
p41,14,2,433,1,7,Does not support,False,D,D,True
p41,14,2,433,2,8,Supports,True,D,D,True
p41,14,3,248,1,3,Does not support,False,B,D,False
p41,14,4,1408,1,1,Does not support,False,E,E,True
p41,14,5,6378,1,2,Supports,True,C,C,True
p41,14,5,6378,2,5,Supports,True,C,C,True
p41,14,5,6378,3,6,Supports,True,C,C,True
p41,14,5,6378,4,9,Does not support,False,C,C,True
p41,14,6,8291,1,8,Supports,True,C,C,True
p41,14,7,455,1,1,Does not support,False,B,B,True
p41,14,7,455,2,10,Does not support,False,B,B,True
p41,14,8,6302,1,5,Does not support,False,A,C,False
p41,14,9,1395,1,1,Supports,True,C,C,True
p41,14,9,1395,2,4,Supports,True,C,C,True
p41,14,9,1395,3,7,Does not support,False,C,C,True
p41,14,10,4119,1,2,Supports,True,A,A,True
p41,14,10,4119,2,6,Does not support,False,A,A,True
p41,14,10,4119,3,3,Does not support,False,A,A,True
p41,14,11,1151,1,4,Does not support,False,B,B,True
p41,14,11,1151,2,10,Does not support,False,B,B,True
p41,14,12,394,1,1,Supports,True,A,A,True
p41,14,12,394,2,2,Does not support,False,A,A,True
p41,14,12,394,3,3,Does not support,False,A,A,True
p41,14,13,339,1,5,Does not support,False,A,A,True
p41,14,13,339,2,8,Supports,True,A,A,True
p41,14,14,9472,1,1,Supports,True,A,A,True
p41,14,14,9472,2,4,Supports,True,A,A,True
p41,14,15,8992,1,1,Supports,True,A,A,True
p41,14,15,8992,2,2,Supports,True,A,A,True
p41,14,15,8992,3,6,Supports,True,A,A,True
p41,14,16,119,1,2,Supports,True,A,A,True
p41,14,16,119,2,6,Supports,True,A,A,True
p41,14,16,119,3,8,Does not support,False,A,A,True
p41,14,16,119,4,9,Supports,True,A,A,True
p40,14,1,7530,1,1,Supports,True,A,A,True
p40,14,1,7530,2,7,Does not support,False,A,A,True
p40,14,1,7530,3,8,Supports,True,A,A,True
p40,14,2,433,1,7,Does not support,False,D,D,True
p40,14,2,433,2,8,Supports,True,D,D,True
p40,14,3,248,1,3,Does not support,False,B,D,False
p40,14,4,1408,1,1,Does not support,False,E,E,True
p40,14,5,6378,1,2,Supports,True,C,C,True
p40,14,5,6378,2,5,Supports,True,C,C,True
p40,14,5,6378,3,6,Does not support,False,C,C,True
p40,14,5,6378,4,9,Supports,True,C,C,True
p40,14,6,8291,1,8,Supports,True,C,C,True
p40,14,7,455,1,1,Supports,True,B,B,True
p40,14,7,455,2,10,Supports,True,B,B,True
p40,14,8,6302,1,5,Does not support,False,A,C,False
p40,14,9,1395,1,1,Supports,True,C,C,True
p40,14,9,1395,2,4,Does not support,False,C,C,True
p40,14,9,1395,3,7,Does not support,False,C,C,True
p40,14,10,4119,1,2,Supports,True,A,A,True
p40,14,10,4119,2,6,Supports,True,A,A,True
p40,14,10,4119,3,3,Supports,True,A,A,True
p40,14,11,1151,1,4,Supports,True,B,B,True
p40,14,11,1151,2,10,Supports,True,B,B,True
p40,14,12,394,1,1,Does not support,False,A,A,True
p40,14,12,394,2,2,Supports,True,A,A,True
p40,14,12,394,3,3,Does not support,False,A,A,True
p40,14,13,339,1,5,Supports,True,A,A,True
p40,14,13,339,2,8,Supports,True,A,A,True
p40,14,14,9472,1,1,Supports,True,A,A,True
p40,14,14,9472,2,4,Supports,True,A,A,True
p40,14,15,8992,1,1,Supports,True,A,A,True
p40,14,15,8992,2,2,Supports,True,A,A,True
p40,14,15,8992,3,6,Supports,True,A,A,True
p40,14,16,119,1,2,Supports,True,A,A,True
p40,14,16,119,2,6,Supports,True,A,A,True
p40,14,16,119,3,8,Does not support,False,A,A,True
p40,14,16,119,4,9,Supports,True,A,A,True
p44,15,1,1487,1,4,Supports,True,A,A,True
p44,15,1,1487,2,5,Supports,True,A,A,True
p44,15,1,1487,3,3,Does not support,False,A,A,True
p44,15,2,1810,1,2,Supports,True,B,B,True
p44,15,2,1810,2,5,Does not support,False,B,B,True
p44,15,2,1810,3,6,Supports,True,B,B,True
p44,15,3,8749,1,3,Does not support,False,A,A,True
p44,15,4,322,1,4,Supports,True,B,B,True
p44,15,4,322,2,5,Supports,True,B,B,True
p44,15,4,322,3,7,Supports,True,B,B,True
p44,15,5,3273,1,8,Supports,True,C,C,True
p44,15,5,3273,2,10,Does not support,False,C,C,True
p44,15,6,57,1,1,Does not support,False,B,B,True
p44,15,6,57,2,3,Does not support,False,B,B,True
p44,15,6,57,3,9,Supports,True,B,B,True
p44,15,7,1085,1,1,Does not support,False,C,C,True
p44,15,7,1085,2,8,Does not support,False,C,C,True
p44,15,8,9711,1,1,Supports,True,A,A,True
p44,15,8,9711,2,2,Supports,True,A,A,True
p44,15,8,9711,3,3,Does not support,False,A,A,True
p44,15,9,1944,1,1,Supports,True,A,A,True
p44,15,10,7595,1,1,Supports,True,A,A,True
p44,15,10,7595,2,2,Supports,True,A,A,True
p44,15,10,7595,3,5,Supports,True,A,A,True
p44,15,10,7595,4,7,Supports,True,A,A,True
p44,15,11,4935,1,1,Supports,True,B,B,True
p44,15,11,4935,2,2,Supports,True,B,B,True
p44,15,11,4935,3,7,Supports,True,B,B,True
p44,15,12,258,1,1,Supports,True,D,D,True
p44,15,12,258,2,2,Supports,True,D,D,True
p44,15,12,258,3,4,Supports,True,D,D,True
p44,15,12,258,4,5,Does not support,False,D,D,True
p44,15,13,2490,1,6,Does not support,False,A,C,False
p44,15,14,1113,1,4,Does not support,False,D,D,True
p44,15,14,1113,2,8,Supports,True,D,D,True
p44,15,14,1113,3,9,Does not support,False,D,D,True
p44,15,15,2766,1,1,Does not support,False,B,B,True
p44,15,15,2766,2,7,Does not support,False,B,B,True
p44,15,16,8890,1,1,Supports,True,B,A,False
p45,15,1,1487,1,4,Supports,True,A,A,True
p45,15,1,1487,2,5,Supports,True,A,A,True
p45,15,1,1487,3,3,Does not support,False,A,A,True
p45,15,2,1810,1,2,Does not support,False,B,B,True
p45,15,2,1810,2,5,Does not support,False,B,B,True
p45,15,2,1810,3,6,Supports,True,B,B,True
p45,15,3,8749,1,3,Does not support,False,A,A,True
p45,15,4,322,1,4,Supports,True,B,B,True
p45,15,4,322,2,5,Supports,True,B,B,True
p45,15,4,322,3,7,Supports,True,B,B,True
p45,15,5,3273,1,8,Supports,True,C,C,True
p45,15,5,3273,2,10,Supports,True,C,C,True
p45,15,6,57,1,1,Does not support,False,B,B,True
p45,15,6,57,2,3,Does not support,False,B,B,True
p45,15,6,57,3,9,Supports,True,B,B,True
p45,15,7,1085,1,1,Does not support,False,C,C,True
p45,15,7,1085,2,8,Supports,True,C,C,True
p45,15,8,9711,1,1,Supports,True,A,A,True
p45,15,8,9711,2,2,Supports,True,A,A,True
p45,15,8,9711,3,3,Does not support,False,A,A,True
p45,15,9,1944,1,1,Supports,True,A,A,True
p45,15,10,7595,1,1,Supports,True,A,A,True
p45,15,10,7595,2,2,Supports,True,A,A,True
p45,15,10,7595,3,5,Supports,True,A,A,True
p45,15,10,7595,4,7,Supports,True,A,A,True
p45,15,11,4935,1,1,Does not support,False,B,B,True
p45,15,11,4935,2,2,Supports,True,B,B,True
p45,15,11,4935,3,7,Supports,True,B,B,True
p45,15,12,258,1,1,Does not support,False,D,D,True
p45,15,12,258,2,2,Does not support,False,D,D,True
p45,15,12,258,3,4,Does not support,False,D,D,True
p45,15,12,258,4,5,Does not support,False,D,D,True
p45,15,13,2490,1,6,Supports,True,A,C,False
p45,15,14,1113,1,4,Does not support,False,D,D,True
p45,15,14,1113,2,8,Supports,True,D,D,True
p45,15,14,1113,3,9,Does not support,False,D,D,True
p45,15,15,2766,1,1,Does not support,False,B,B,True
p45,15,15,2766,2,7,Does not support,False,B,B,True
p45,15,16,8890,1,1,Does not support,False,B,A,False
p43,15,1,1487,1,4,Supports,True,A,A,True
p43,15,1,1487,2,5,Supports,True,A,A,True
p43,15,1,1487,3,3,Does not support,False,A,A,True
p43,15,2,1810,1,2,Does not support,False,B,B,True
p43,15,2,1810,2,5,Does not support,False,B,B,True
p43,15,2,1810,3,6,Supports,True,B,B,True
p43,15,3,8749,1,3,Does not support,False,A,A,True
p43,15,4,322,1,4,Supports,True,B,B,True
p43,15,4,322,2,5,Supports,True,B,B,True
p43,15,4,322,3,7,Supports,True,B,B,True
p43,15,5,3273,1,8,Supports,True,C,C,True
p43,15,5,3273,2,10,Does not support,False,C,C,True
p43,15,6,57,1,1,Does not support,False,B,B,True
